age,sleep_hours,sleep_quality_score,sleep_quality_category,daily_screen_time_hours,phone_usage_before_sleep_minutes,phone_usage_before_sleep_category,poor_quality_and_short_sleep,high_phone_usage_low_sleep,occupation,gender,stress_category
47,7.58,5.96,moderate,6.99,19,low,0,0,Manager,Male,high
36,5.37,4.71,poor,9.1,75,high,1,1,Researcher,Female,high
34,6.9,5.62,moderate,5.93,84,high,0,0,Freelancer,Male,high
36,7.66,5.53,moderate,6.05,27,low,0,0,Student,Other,high
45,7.49,4.5,poor,9.0,27,low,0,0,Manager,Female,high
43,6.95,9.11,good,1.49,58,medium,0,0,Student,Female,low
54,6.9,3.4,poor,6.65,61,high,0,0,Student,Female,high
43,7.61,6.21,moderate,4.75,79,high,0,0,Designer,Female,medium
40,5.68,4.49,poor,9.19,111,high,1,1,Freelancer,Female,high
26,6.25,5.1,moderate,9.64,73,high,0,0,Manager,Male,high
29,8.83,6.0,moderate,2.53,53,medium,0,0,Doctor,Male,medium
18,7.34,6.05,moderate,3.53,85,high,0,0,Student,Female,medium
18,6.6,9.89,good,3.46,6,low,0,0,Doctor,Male,low
51,6.89,6.42,moderate,1.91,67,high,0,0,Software Engineer,Male,medium
49,4.52,7.38,moderate,5.35,23,low,0,0,Software Engineer,Female,medium
42,6.96,6.52,moderate,5.62,97,high,0,0,Researcher,Male,medium
57,8.18,6.96,moderate,6.16,40,medium,0,0,Researcher,Female,high
18,6.62,5.2,moderate,6.97,110,high,0,0,Designer,Male,high
33,4.88,8.33,good,1.57,53,medium,0,0,Researcher,Other,medium
56,6.24,6.67,moderate,6.6,13,low,0,0,Doctor,Female,high
22,5.39,3.71,poor,9.22,43,medium,1,0,Teacher,Female,high
39,5.8,6.76,moderate,5.09,48,medium,0,0,Designer,Male,medium
46,5.13,9.11,good,1.96,62,high,0,1,Student,Female,low
20,5.67,6.2,moderate,1.77,80,high,0,1,Software Engineer,Female,medium
29,8.11,7.15,moderate,3.54,44,medium,0,0,Researcher,Female,medium
43,7.79,4.14,poor,7.77,71,high,0,0,Freelancer,Female,high
33,6.45,7.66,good,3.35,105,high,0,0,Software Engineer,Male,medium
54,7.91,4.04,poor,8.33,76,high,0,0,Teacher,Female,high
39,8.88,8.05,good,8.38,6,low,0,0,Designer,Female,high
46,6.03,9.03,good,5.11,2,low,0,0,Doctor,Male,low
31,8.9,5.72,moderate,3.71,87,high,0,0,Freelancer,Female,high
45,5.23,4.91,poor,6.38,46,medium,1,0,Software Engineer,Female,high
22,8.77,5.72,moderate,8.29,87,high,0,0,Student,Female,high
47,8.32,8.01,good,1.58,60,medium,0,0,Teacher,Male,medium
22,5.0,2.9,poor,9.58,70,high,1,1,Teacher,Female,high
29,5.75,4.94,poor,6.81,29,low,1,0,Manager,Other,high
33,7.54,8.83,good,4.58,4,low,0,0,Teacher,Female,medium
43,4.96,5.75,moderate,5.55,103,high,0,1,Student,Female,high
43,6.95,5.28,moderate,4.47,84,high,0,0,Teacher,Female,low
38,6.67,5.79,moderate,4.71,112,high,0,0,Researcher,Female,medium
56,5.46,5.58,moderate,6.36,71,high,0,1,Doctor,Female,high
53,5.5,9.98,good,1.54,6,low,0,0,Manager,Male,low
50,6.58,7.21,moderate,2.58,38,medium,0,0,Researcher,Male,low
47,5.5,7.73,good,3.04,1,low,0,0,Doctor,Male,low
54,4.9,6.46,moderate,4.67,42,medium,0,0,Freelancer,Male,high
40,7.87,8.06,good,4.34,11,low,0,0,Designer,Male,low
27,6.91,4.53,poor,7.5,27,low,0,0,Designer,Male,high
22,6.19,7.36,moderate,3.33,107,high,0,0,Freelancer,Female,medium
53,4.91,8.56,good,1.51,18,low,0,0,Researcher,Male,low
51,6.97,9.86,good,1.5,27,low,0,0,Freelancer,Male,low
48,7.14,6.69,moderate,1.1,98,high,0,0,Researcher,Male,medium
27,6.4,7.87,good,1.34,75,high,0,0,Researcher,Female,low
36,5.86,3.59,poor,8.73,91,high,1,1,Doctor,Male,high
49,8.34,7.14,moderate,7.28,89,high,0,0,Student,Male,medium
18,7.52,3.41,poor,9.96,101,high,0,0,Manager,Male,high
22,5.78,7.18,moderate,1.18,69,high,0,1,Designer,Female,medium
21,6.97,3.52,poor,8.64,18,low,0,0,Researcher,Female,high
33,5.17,5.68,moderate,7.26,63,high,0,1,Teacher,Female,high
41,4.06,4.39,poor,6.76,90,high,1,1,Freelancer,Male,high
33,8.34,4.91,poor,4.21,116,high,0,0,Doctor,Female,high
19,8.09,8.33,good,4.39,8,low,0,0,Software Engineer,Female,medium
45,7.2,3.57,poor,8.61,118,high,0,0,Student,Male,high
49,8.06,5.81,moderate,7.42,40,medium,0,0,Student,Male,high
44,7.9,5.74,moderate,7.03,49,medium,0,0,Doctor,Male,high
37,8.3,8.98,good,1.28,9,low,0,0,Researcher,Female,low
41,8.46,8.67,good,2.66,73,high,0,0,Software Engineer,Male,low
29,8.09,1.66,poor,9.66,96,high,0,0,Student,Male,high
52,8.26,4.4,poor,5.09,81,high,0,0,Manager,Female,medium
50,6.51,4.52,poor,8.03,53,medium,0,0,Designer,Female,high
50,7.54,7.93,good,4.5,9,low,0,0,Manager,Female,medium
54,5.67,6.58,moderate,7.88,6,low,0,0,Software Engineer,Female,high
29,8.31,5.74,moderate,2.07,103,high,0,0,Manager,Female,medium
20,8.29,9.97,good,1.38,31,medium,0,0,Teacher,Female,low
18,4.33,7.78,good,5.2,106,high,0,1,Freelancer,Male,medium
50,5.74,6.3,moderate,6.32,53,medium,0,0,Freelancer,Male,high
57,4.86,6.38,moderate,3.91,69,high,0,1,Designer,Female,medium
27,4.68,5.91,moderate,7.44,82,high,0,1,Software Engineer,Other,high
46,6.07,7.4,moderate,5.46,62,high,0,0,Doctor,Female,medium
30,7.13,3.26,poor,9.35,104,high,0,0,Researcher,Male,high
29,5.72,6.92,moderate,1.76,106,high,0,1,Student,Male,low
48,5.55,8.61,good,1.6,33,medium,0,0,Designer,Male,low
19,4.47,5.61,moderate,9.15,42,medium,0,0,Doctor,Female,high
52,5.91,7.44,moderate,7.02,4,low,0,0,Software Engineer,Female,high
40,6.35,5.96,moderate,7.04,18,low,0,0,Teacher,Female,high
34,5.99,8.37,good,1.25,112,high,0,1,Student,Female,low
43,7.4,2.85,poor,9.44,113,high,0,0,Student,Male,high
25,5.44,7.2,moderate,7.95,53,medium,0,0,Designer,Male,high
46,7.58,4.85,poor,7.88,13,low,0,0,Doctor,Male,high
43,8.41,5.94,moderate,9.21,9,low,0,0,Freelancer,Female,high
27,6.96,5.87,moderate,6.2,48,medium,0,0,Software Engineer,Male,high
43,5.94,7.35,moderate,4.55,10,low,0,0,Software Engineer,Female,medium
51,4.9,6.55,moderate,5.33,30,medium,0,0,Doctor,Female,high
58,8.66,4.27,poor,8.0,65,high,0,0,Student,Male,high
24,7.76,5.08,moderate,7.92,9,low,0,0,Researcher,Male,high
21,5.23,5.41,moderate,6.49,20,low,0,0,Doctor,Male,medium
28,4.75,8.4,good,2.96,0,low,0,0,Manager,Female,medium
46,4.25,5.14,moderate,8.37,45,medium,0,0,Freelancer,Male,high
53,4.95,4.49,poor,6.83,94,high,1,1,Software Engineer,Male,high
42,7.66,5.13,moderate,2.99,74,high,0,0,Researcher,Female,medium
38,7.15,5.6,moderate,5.33,106,high,0,0,Doctor,Female,high
53,8.84,3.64,poor,9.97,73,high,0,0,Student,Female,high
27,5.61,8.66,good,3.96,19,low,0,0,Designer,Female,low
54,7.93,8.52,good,2.05,20,low,0,0,Researcher,Female,low
26,4.6,9.13,good,1.2,36,medium,0,0,Manager,Female,low
41,6.81,8.19,good,2.66,100,high,0,0,Student,Male,medium
52,6.33,10.0,good,2.68,13,low,0,0,Teacher,Male,low
52,8.19,4.67,poor,8.72,57,medium,0,0,Teacher,Female,high
53,7.51,6.61,moderate,2.41,56,medium,0,0,Doctor,Female,medium
35,4.97,6.11,moderate,8.76,56,medium,0,0,Freelancer,Female,high
56,8.92,4.57,poor,1.78,68,high,0,0,Freelancer,Female,high
49,8.12,3.23,poor,9.16,69,high,0,0,Student,Female,high
41,5.77,7.16,moderate,3.31,23,low,0,0,Student,Male,medium
40,8.13,6.18,moderate,6.5,79,high,0,0,Software Engineer,Male,high
49,8.78,7.64,good,2.44,59,medium,0,0,Designer,Male,medium
54,8.45,6.25,moderate,4.51,22,low,0,0,Manager,Female,high
29,6.78,10.0,good,1.77,46,medium,0,0,Student,Male,low
30,6.89,5.9,moderate,6.22,37,medium,0,0,Researcher,Male,high
40,4.53,4.89,poor,4.11,115,high,1,1,Manager,Male,high
42,4.82,3.12,poor,8.67,79,high,1,1,Doctor,Male,high
52,8.91,5.56,moderate,2.64,114,high,0,0,Software Engineer,Male,medium
58,7.85,7.43,moderate,3.52,51,medium,0,0,Freelancer,Male,medium
47,4.13,7.99,good,2.6,12,low,0,0,Manager,Female,low
34,6.74,4.55,poor,6.07,114,high,0,0,Manager,Male,high
37,5.73,7.32,moderate,2.01,108,high,0,1,Manager,Male,low
42,5.56,8.3,good,2.7,7,low,0,0,Manager,Female,low
39,6.78,5.05,moderate,7.11,101,high,0,0,Manager,Female,high
30,5.6,8.35,good,1.67,31,medium,0,0,Freelancer,Male,low
36,5.26,4.41,poor,7.69,85,high,1,1,Software Engineer,Male,high
53,8.69,7.97,good,1.94,16,low,0,0,Doctor,Female,low
29,4.2,6.65,moderate,6.27,4,low,0,0,Manager,Male,high
58,6.18,4.36,poor,9.98,71,high,0,0,Manager,Male,high
36,6.56,8.86,good,2.57,49,medium,0,0,Doctor,Male,low
29,6.2,6.85,moderate,3.35,93,high,0,0,Student,Male,medium
26,7.29,1.0,poor,9.09,82,high,0,0,Student,Female,high
24,4.13,8.09,good,6.64,11,low,0,0,Freelancer,Female,medium
45,8.42,5.12,moderate,5.43,88,high,0,0,Software Engineer,Female,high
31,6.5,6.32,moderate,6.06,43,medium,0,0,Software Engineer,Female,high
48,6.77,7.5,good,3.66,76,high,0,0,Designer,Male,medium
36,6.31,5.47,moderate,8.7,67,high,0,0,Software Engineer,Female,high
33,6.22,7.85,good,7.71,58,medium,0,0,Freelancer,Male,high
22,4.93,6.7,moderate,6.78,9,low,0,0,Doctor,Male,high
52,6.52,5.25,moderate,9.39,47,medium,0,0,Manager,Female,high
29,6.11,6.68,moderate,6.2,27,low,0,0,Doctor,Female,medium
42,6.34,8.13,good,5.61,4,low,0,0,Freelancer,Male,medium
38,4.07,4.62,poor,9.78,91,high,1,1,Designer,Female,high
53,4.65,9.16,good,2.85,43,medium,0,0,Teacher,Male,low
40,7.82,7.27,moderate,2.28,30,medium,0,0,Freelancer,Male,medium
33,6.1,8.34,good,2.46,15,low,0,0,Freelancer,Male,low
56,7.71,5.71,moderate,9.9,22,low,0,0,Teacher,Female,high
59,4.86,4.82,poor,6.87,92,high,1,1,Doctor,Female,high
56,7.49,6.76,moderate,3.75,110,high,0,0,Teacher,Female,medium
31,5.45,8.21,good,3.24,20,low,0,0,Freelancer,Male,low
48,7.53,9.0,good,1.51,1,low,0,0,Freelancer,Male,low
22,4.43,6.76,moderate,2.19,22,low,0,0,Teacher,Female,medium
52,5.67,3.51,poor,9.17,79,high,1,1,Researcher,Male,high
40,4.6,6.36,moderate,7.73,10,low,0,0,Freelancer,Male,medium
46,7.15,3.56,poor,9.47,117,high,0,0,Designer,Other,high
28,5.96,6.01,moderate,4.81,72,high,0,1,Freelancer,Female,high
35,4.37,6.54,moderate,6.41,1,low,0,0,Freelancer,Male,high
29,6.63,8.06,good,5.35,81,high,0,0,Manager,Male,medium
26,4.12,5.52,moderate,8.93,12,low,0,0,Software Engineer,Male,high
27,8.09,3.69,poor,9.92,44,medium,0,0,Software Engineer,Female,high
34,8.69,2.89,poor,9.39,71,high,0,0,Teacher,Female,high
55,8.05,7.7,good,6.38,9,low,0,0,Student,Female,medium
24,8.76,7.73,good,1.56,90,high,0,0,Designer,Male,medium
30,8.49,4.5,poor,6.56,80,high,0,0,Manager,Male,high
57,8.47,5.73,moderate,1.87,87,high,0,0,Manager,Other,medium
59,5.23,8.42,good,2.25,20,low,0,0,Teacher,Other,low
26,5.16,10.0,good,2.72,0,low,0,0,Student,Female,low
44,8.05,8.8,good,4.27,15,low,0,0,Student,Male,low
19,6.46,5.63,moderate,6.33,42,medium,0,0,Manager,Female,high
22,8.71,6.9,moderate,4.0,96,high,0,0,Designer,Female,medium
46,8.49,5.94,moderate,5.07,5,low,0,0,Software Engineer,Female,medium
54,8.47,7.83,good,1.43,75,high,0,0,Manager,Female,low
55,5.63,5.15,moderate,6.58,95,high,0,1,Researcher,Male,high
36,4.66,3.33,poor,6.91,111,high,1,1,Researcher,Male,high
25,7.39,7.98,good,1.89,10,low,0,0,Freelancer,Male,low
18,6.2,3.92,poor,8.07,81,high,0,0,Manager,Female,high
39,8.67,5.91,moderate,6.83,65,high,0,0,Freelancer,Female,high
34,8.27,5.97,moderate,5.41,95,high,0,0,Doctor,Female,medium
24,8.64,5.29,moderate,5.98,48,medium,0,0,Student,Male,high
42,6.84,5.98,moderate,5.53,112,high,0,0,Doctor,Female,high
21,6.63,8.96,good,1.48,19,low,0,0,Researcher,Female,low
53,8.24,7.59,good,7.62,20,low,0,0,Doctor,Male,high
23,6.56,5.35,moderate,5.61,35,medium,0,0,Designer,Female,high
48,8.5,9.72,good,2.56,37,medium,0,0,Researcher,Male,low
36,4.17,5.04,moderate,7.13,55,medium,0,0,Manager,Male,high
56,5.79,6.45,moderate,7.26,90,high,0,1,Software Engineer,Male,high
44,8.17,7.35,moderate,2.92,110,high,0,0,Researcher,Female,low
27,5.05,4.4,poor,8.17,10,low,1,0,Freelancer,Female,high
43,5.99,7.3,moderate,5.11,17,low,0,0,Freelancer,Male,medium
36,4.05,8.8,good,2.63,80,high,0,1,Designer,Female,low
56,5.51,4.19,poor,6.92,97,high,1,1,Student,Female,high
20,5.59,7.27,moderate,6.37,44,medium,0,0,Software Engineer,Female,high
30,7.66,9.5,good,2.53,25,low,0,0,Manager,Male,low
45,7.39,6.17,moderate,8.85,58,medium,0,0,Researcher,Female,high
37,6.22,6.11,moderate,8.69,5,low,0,0,Teacher,Female,high
45,7.64,4.29,poor,8.53,42,medium,0,0,Software Engineer,Male,high
25,6.14,6.88,moderate,4.59,93,high,0,0,Freelancer,Male,medium
58,6.17,6.15,moderate,8.42,51,medium,0,0,Designer,Female,high
56,7.23,4.83,poor,8.6,102,high,0,0,Designer,Male,high
18,7.61,1.82,poor,9.97,61,high,0,0,Doctor,Female,high
20,8.23,3.54,poor,9.62,113,high,0,0,Researcher,Male,high
30,7.76,6.91,moderate,4.45,95,high,0,0,Manager,Female,medium
45,7.35,9.86,good,2.78,16,low,0,0,Teacher,Male,low
42,6.81,5.36,moderate,3.63,76,high,0,0,Manager,Male,high
50,5.54,4.23,poor,5.45,116,high,1,1,Software Engineer,Male,high
55,5.31,5.07,moderate,8.25,45,medium,0,0,Teacher,Female,high
23,8.22,8.12,good,7.51,40,medium,0,0,Manager,Female,medium
49,7.59,6.53,moderate,8.09,12,low,0,0,Doctor,Male,high
38,7.33,6.99,moderate,4.42,5,low,0,0,Teacher,Male,high
33,5.29,6.94,moderate,3.22,85,high,0,1,Teacher,Female,medium
38,8.85,8.5,good,1.22,96,high,0,0,Software Engineer,Male,low
28,4.41,6.49,moderate,6.64,32,medium,0,0,Teacher,Female,high
54,8.19,6.12,moderate,8.16,3,low,0,0,Doctor,Male,high
53,5.05,3.78,poor,9.0,77,high,1,1,Researcher,Female,high
52,5.96,6.15,moderate,5.29,49,medium,0,0,Student,Female,medium
36,6.14,4.91,poor,9.35,47,medium,0,0,Student,Other,high
37,7.31,7.59,good,2.82,98,high,0,0,Designer,Female,medium
35,6.73,4.96,poor,5.63,26,low,0,0,Student,Male,high
58,4.93,8.29,good,2.92,5,low,0,0,Software Engineer,Male,low
31,4.15,9.02,good,2.69,57,medium,0,0,Designer,Female,low
32,7.59,6.37,moderate,9.58,62,high,0,0,Student,Female,high
48,6.52,6.68,moderate,8.36,0,low,0,0,Student,Female,high
18,5.81,8.26,good,1.11,106,high,0,1,Designer,Female,low
20,5.42,9.0,good,3.42,27,low,0,0,Software Engineer,Female,low
33,8.12,8.46,good,2.85,28,low,0,0,Designer,Male,low
40,7.98,6.09,moderate,2.32,95,high,0,0,Freelancer,Male,medium
28,8.13,5.59,moderate,7.28,27,low,0,0,Researcher,Male,high
29,5.1,4.03,poor,6.1,90,high,1,1,Freelancer,Male,high
27,8.26,7.13,moderate,5.09,73,high,0,0,Software Engineer,Female,medium
49,8.93,5.3,moderate,2.71,81,high,0,0,Software Engineer,Male,medium
33,7.0,7.46,moderate,3.5,67,high,0,0,Manager,Male,medium
25,4.24,6.65,moderate,4.2,101,high,0,1,Doctor,Male,high
55,7.51,4.04,poor,8.07,114,high,0,0,Student,Male,high
29,6.69,1.64,poor,9.9,40,medium,0,0,Manager,Male,high
41,7.56,5.51,moderate,2.66,105,high,0,0,Student,Female,medium
45,4.94,6.18,moderate,4.07,115,high,0,1,Manager,Male,medium
25,7.03,8.14,good,3.52,54,medium,0,0,Researcher,Female,medium
45,6.7,8.78,good,1.4,31,medium,0,0,Teacher,Female,low
53,7.01,8.73,good,2.97,68,high,0,0,Freelancer,Other,low
43,7.64,5.64,moderate,9.11,21,low,0,0,Researcher,Male,high
25,6.72,3.87,poor,8.59,111,high,0,0,Designer,Male,high
45,5.61,7.76,good,2.51,56,medium,0,0,Manager,Male,medium
45,5.55,6.81,moderate,4.3,21,low,0,0,Freelancer,Male,medium
54,7.48,9.44,good,3.8,65,high,0,0,Doctor,Female,low
58,7.32,8.99,good,2.33,40,medium,0,0,Student,Female,low
53,6.11,6.41,moderate,6.6,42,medium,0,0,Teacher,Female,high
44,5.77,6.33,moderate,6.02,33,medium,0,0,Doctor,Male,high
34,7.1,5.9,moderate,4.84,113,high,0,0,Software Engineer,Female,high
26,5.56,3.71,poor,8.7,1,low,1,0,Researcher,Male,high
50,8.82,4.94,poor,6.58,109,high,0,0,Student,Female,high
37,6.98,6.33,moderate,3.33,118,high,0,0,Freelancer,Female,medium
30,6.96,4.16,poor,4.36,58,medium,0,0,Manager,Male,high
45,4.68,9.58,good,2.35,35,medium,0,0,Designer,Male,low
46,7.05,5.41,moderate,6.32,103,high,0,0,Doctor,Female,high
30,5.47,6.93,moderate,6.28,7,low,0,0,Freelancer,Male,medium
52,6.26,4.36,poor,8.83,32,medium,0,0,Teacher,Male,high
23,6.69,6.54,moderate,8.7,32,medium,0,0,Designer,Male,high
35,6.39,5.0,moderate,8.53,67,high,0,0,Software Engineer,Male,high
22,8.05,5.68,moderate,5.94,17,low,0,0,Designer,Female,high
42,4.5,4.16,poor,6.87,63,high,1,1,Freelancer,Female,high
19,4.84,3.97,poor,7.98,60,medium,1,0,Freelancer,Female,high
27,4.78,7.26,moderate,1.83,82,high,0,1,Teacher,Male,medium
47,8.08,7.4,moderate,3.71,9,low,0,0,Software Engineer,Female,low
22,4.59,7.35,moderate,2.52,49,medium,0,0,Teacher,Female,low
50,8.86,5.86,moderate,5.6,105,high,0,0,Freelancer,Male,high
18,8.85,3.46,poor,8.54,104,high,0,0,Student,Male,high
35,8.96,8.15,good,3.08,93,high,0,0,Teacher,Female,low
49,8.9,7.82,good,7.58,21,low,0,0,Researcher,Male,medium
28,4.75,5.89,moderate,4.65,38,medium,0,0,Designer,Male,high
38,7.29,5.06,moderate,9.13,101,high,0,0,Freelancer,Male,high
43,6.0,4.69,poor,6.64,64,high,0,0,Student,Male,high
42,7.66,5.56,moderate,9.79,29,low,0,0,Student,Male,high
39,6.03,8.76,good,3.21,4,low,0,0,Doctor,Male,low
44,5.92,4.62,poor,9.32,114,high,1,1,Designer,Female,high
30,8.52,4.93,poor,4.21,110,high,0,0,Designer,Male,high
50,6.47,6.99,moderate,6.6,25,low,0,0,Software Engineer,Female,high
51,7.7,5.67,moderate,2.57,119,high,0,0,Teacher,Male,medium
58,7.25,4.76,poor,7.84,62,high,0,0,Manager,Other,high
52,7.29,3.52,poor,9.8,45,medium,0,0,Teacher,Female,high
18,5.75,4.33,poor,8.09,30,medium,1,0,Designer,Female,high
38,5.26,5.12,moderate,6.54,102,high,0,1,Teacher,Female,high
23,8.43,7.6,good,5.03,40,medium,0,0,Designer,Female,low
45,4.12,7.88,good,4.11,11,low,0,0,Freelancer,Female,medium
34,4.86,7.36,moderate,4.77,16,low,0,0,Student,Male,medium
22,4.66,7.51,good,3.95,17,low,0,0,Teacher,Male,medium
48,8.75,5.62,moderate,8.49,65,high,0,0,Freelancer,Female,high
22,4.03,2.81,poor,9.04,112,high,1,1,Teacher,Male,high
55,4.04,4.66,poor,9.55,87,high,1,1,Designer,Female,high
20,5.13,6.08,moderate,4.77,91,high,0,1,Freelancer,Female,medium
40,5.4,8.32,good,5.92,115,high,0,1,Designer,Male,medium
54,6.8,6.39,moderate,6.19,38,medium,0,0,Software Engineer,Female,high
54,8.81,5.24,moderate,6.86,73,high,0,0,Teacher,Male,high
27,6.33,5.83,moderate,1.02,110,high,0,0,Doctor,Male,medium
27,5.44,6.45,moderate,8.58,32,medium,0,0,Researcher,Female,high
36,8.09,5.91,moderate,3.41,87,high,0,0,Designer,Male,medium
34,5.93,6.16,moderate,5.25,74,high,0,1,Doctor,Female,high
38,4.71,5.3,moderate,8.57,7,low,0,0,Student,Female,high
31,7.97,4.08,poor,9.97,90,high,0,0,Student,Male,high
26,4.01,5.23,moderate,8.15,25,low,0,0,Researcher,Female,high
18,5.03,6.9,moderate,1.22,75,high,0,1,Doctor,Female,low
30,7.18,6.3,moderate,4.32,34,medium,0,0,Manager,Male,medium
21,4.51,6.35,moderate,3.22,56,medium,0,0,Student,Male,medium
18,5.28,4.05,poor,9.68,78,high,1,1,Doctor,Female,high
57,5.97,9.26,good,3.38,20,low,0,0,Software Engineer,Female,low
49,5.98,4.35,poor,9.49,36,medium,1,0,Software Engineer,Male,high
51,8.86,4.33,poor,9.44,93,high,0,0,Student,Male,high
45,7.38,6.56,moderate,8.55,4,low,0,0,Freelancer,Female,high
48,4.19,9.1,good,1.88,16,low,0,0,Doctor,Female,low
25,5.11,7.17,moderate,1.02,89,high,0,1,Doctor,Male,medium
56,7.08,5.59,moderate,8.14,97,high,0,0,Researcher,Female,high
43,7.57,3.31,poor,8.59,96,high,0,0,Researcher,Male,high
51,5.9,4.14,poor,9.66,81,high,1,1,Doctor,Female,high
20,8.28,8.12,good,2.97,24,low,0,0,Researcher,Male,low
29,8.72,4.94,poor,7.6,104,high,0,0,Manager,Male,high
18,7.07,6.55,moderate,5.67,60,medium,0,0,Student,Male,high
22,6.81,7.28,moderate,3.96,93,high,0,0,Manager,Female,medium
47,7.75,6.26,moderate,6.46,36,medium,0,0,Doctor,Female,high
47,7.91,6.24,moderate,5.93,83,high,0,0,Designer,Female,high
34,5.08,7.29,moderate,3.63,108,high,0,1,Doctor,Female,medium
40,6.42,5.66,moderate,3.42,65,high,0,0,Designer,Male,medium
32,6.24,6.68,moderate,5.38,117,high,0,0,Software Engineer,Female,high
54,8.71,6.98,moderate,5.27,12,low,0,0,Designer,Male,high
38,4.56,7.82,good,3.72,39,medium,0,0,Software Engineer,Female,medium
31,8.72,7.79,good,3.37,41,medium,0,0,Researcher,Male,medium
19,6.86,3.43,poor,9.59,83,high,0,0,Student,Male,high
28,5.44,4.35,poor,8.76,69,high,1,1,Freelancer,Female,high
56,8.35,4.73,poor,8.35,74,high,0,0,Freelancer,Female,high
55,4.25,6.51,moderate,2.93,109,high,0,1,Manager,Female,medium
51,5.59,9.35,good,2.7,24,low,0,0,Manager,Female,low
55,7.76,6.08,moderate,8.28,41,medium,0,0,Software Engineer,Male,high
51,8.14,8.01,good,2.66,9,low,0,0,Software Engineer,Female,medium
35,4.84,7.66,good,5.53,94,high,0,1,Doctor,Male,low
47,8.71,6.31,moderate,2.99,42,medium,0,0,Teacher,Female,medium
32,4.27,5.61,moderate,4.4,67,high,0,1,Software Engineer,Female,high
44,6.17,4.13,poor,8.68,88,high,0,0,Designer,Male,high
51,4.49,5.34,moderate,9.02,27,low,0,0,Student,Male,high
55,4.49,3.9,poor,9.97,23,low,1,0,Researcher,Male,high
50,8.57,3.27,poor,9.5,98,high,0,0,Manager,Male,high
41,8.52,4.78,poor,7.04,40,medium,0,0,Designer,Male,high
32,7.08,6.26,moderate,4.89,60,medium,0,0,Manager,Male,high
47,8.83,7.64,good,1.52,4,low,0,0,Student,Male,low
59,6.46,4.8,poor,6.47,96,high,0,0,Researcher,Female,high
34,7.91,7.98,good,2.9,10,low,0,0,Designer,Female,low
22,4.49,4.43,poor,8.65,7,low,1,0,Manager,Male,high
46,5.98,8.18,good,5.94,20,low,0,0,Software Engineer,Male,medium
21,6.58,5.22,moderate,7.6,95,high,0,0,Researcher,Male,high
27,7.89,6.65,moderate,7.06,63,high,0,0,Teacher,Female,high
34,5.67,7.93,good,4.13,4,low,0,0,Software Engineer,Female,low
27,8.9,6.02,moderate,7.83,33,medium,0,0,Freelancer,Female,high
34,7.67,5.43,moderate,8.59,8,low,0,0,Manager,Female,high
37,6.66,5.38,moderate,7.7,37,medium,0,0,Doctor,Female,high
41,5.65,6.05,moderate,7.99,42,medium,0,0,Designer,Female,high
22,7.21,5.53,moderate,4.24,95,high,0,0,Teacher,Male,high
51,7.37,4.96,poor,9.49,9,low,0,0,Designer,Female,high
23,7.4,9.21,good,4.82,11,low,0,0,Doctor,Female,low
19,6.93,3.76,poor,9.07,98,high,0,0,Doctor,Female,high
30,6.0,4.13,poor,8.72,102,high,0,0,Doctor,Female,high
28,8.08,9.66,good,2.12,17,low,0,0,Manager,Male,low
40,5.29,4.87,poor,9.7,86,high,1,1,Software Engineer,Female,high
33,7.13,5.84,moderate,9.97,11,low,0,0,Manager,Male,high
48,6.36,5.18,moderate,6.46,30,medium,0,0,Software Engineer,Male,high
28,8.46,5.34,moderate,8.05,10,low,0,0,Teacher,Male,high
33,6.95,5.41,moderate,9.4,97,high,0,0,Doctor,Other,high
25,8.28,8.78,good,1.18,26,low,0,0,Freelancer,Female,low
21,8.77,5.53,moderate,9.37,20,low,0,0,Software Engineer,Female,high
57,4.64,6.27,moderate,6.65,73,high,0,1,Student,Female,high
21,6.78,7.21,moderate,8.46,12,low,0,0,Freelancer,Male,high
42,8.42,5.43,moderate,5.87,44,medium,0,0,Student,Female,high
20,8.36,6.61,moderate,5.77,46,medium,0,0,Software Engineer,Other,high
49,4.98,5.02,moderate,9.08,24,low,0,0,Freelancer,Female,high
20,6.41,8.61,good,5.57,76,high,0,0,Freelancer,Male,medium
44,5.12,5.06,moderate,5.25,104,high,0,1,Teacher,Female,high
46,8.48,4.76,poor,6.47,63,high,0,0,Designer,Other,high
49,4.02,7.98,good,5.67,69,high,0,1,Manager,Female,medium
36,5.09,8.52,good,5.02,98,high,0,1,Researcher,Female,medium
38,6.05,9.43,good,2.62,27,low,0,0,Doctor,Female,low
22,5.11,5.82,moderate,4.58,19,low,0,0,Software Engineer,Female,high
35,8.87,5.86,moderate,3.54,83,high,0,0,Teacher,Female,medium
45,5.22,6.16,moderate,4.6,40,medium,0,0,Researcher,Female,high
59,5.81,8.81,good,6.34,3,low,0,0,Freelancer,Male,medium
