age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,stress_category,sleep_duration_category,sleep_quality_category,phone_usage_before_sleep_category,daily_screen_time_category,sleep_deficit_hours,poor_quality_and_short_sleep,high_phone_usage_low_sleep,high_screen_high_fatigue,notification_intensity_per_hour,priority_segment
56,Male,Freelancer,9.8,80,6.64,4.16,10.0,4,28,220,8.05,high,ideal,poor,high,high,0.3600000000000003,0,0,1,9.166666666666666,high_screen_low_sleep_quality
19,Female,Software Engineer,7.92,108,5.25,6.36,8.92,4,60,164,10.0,high,short,moderate,high,high,1.75,0,1,1,6.833333333333333,high_screen_time
20,Female,Teacher,2.42,26,8.66,8.04,2.47,0,34,33,2.9,low,long,good,low,low,0.0,0,0,0,1.375,general_users
54,Female,Freelancer,3.03,80,6.52,7.16,6.73,2,85,34,5.95,medium,ideal,moderate,high,low,0.4800000000000004,0,0,0,1.4166666666666667,general_users
34,Male,Freelancer,7.85,114,4.37,5.91,10.0,0,68,61,10.0,high,short,moderate,high,high,2.63,0,1,1,2.5416666666666665,high_screen_time
19,Male,Researcher,5.74,67,8.99,5.62,8.83,3,4,189,8.99,high,long,moderate,high,moderate,0.0,0,0,0,7.875,general_users
19,Male,Student,3.66,112,6.42,8.22,3.09,0,43,136,2.99,low,ideal,good,high,low,0.5800000000000001,0,0,0,5.666666666666667,general_users
45,Male,Software Engineer,5.25,11,8.73,7.1,5.55,3,49,237,5.97,medium,long,moderate,low,moderate,0.0,0,0,0,9.875,general_users
40,Female,Doctor,9.23,22,5.95,6.2,8.88,4,54,217,9.91,high,short,moderate,low,high,1.0499999999999998,0,0,1,9.041666666666666,high_screen_time
54,Male,Software Engineer,7.8,49,5.12,6.06,10.0,0,83,294,9.66,high,short,moderate,medium,high,1.88,0,0,1,12.25,high_screen_time
49,Male,Researcher,5.06,74,7.68,5.41,6.8,1,96,197,8.8,medium,ideal,moderate,high,moderate,0.0,0,0,0,8.208333333333334,general_users
50,Male,Student,9.82,99,6.16,3.85,10.0,0,43,127,9.16,high,ideal,poor,high,high,0.8399999999999999,0,0,1,5.291666666666667,high_screen_low_sleep_quality
18,Female,Student,8.15,75,8.41,5.14,10.0,2,68,298,10.0,high,long,moderate,high,high,0.0,0,0,1,12.416666666666666,high_screen_time
36,Male,Designer,1.05,72,6.32,8.8,1.75,0,61,157,2.27,low,ideal,good,high,low,0.6799999999999997,0,0,0,6.541666666666667,general_users
19,Female,Designer,2.01,87,5.69,9.71,1.0,0,6,65,1.0,low,short,good,high,low,1.3099999999999996,0,1,0,2.7083333333333335,general_users
43,Female,Freelancer,5.99,81,8.83,6.3,8.27,4,68,208,9.88,high,long,moderate,high,moderate,0.0,0,0,0,8.666666666666666,general_users
49,Female,Software Engineer,4.15,26,8.15,7.37,7.16,2,0,268,8.59,high,long,moderate,low,moderate,0.0,0,0,0,11.166666666666666,general_users
23,Female,Software Engineer,8.31,58,5.03,3.81,10.0,0,82,289,10.0,high,short,poor,medium,high,1.9699999999999998,1,0,1,12.041666666666666,high_screen_low_sleep_quality
49,Male,Manager,9.06,8,6.44,5.42,9.93,1,72,240,9.91,high,ideal,moderate,low,high,0.5599999999999996,0,0,1,10.0,high_screen_time
21,Female,Freelancer,3.17,32,4.57,7.36,5.88,4,80,273,6.17,medium,short,moderate,medium,low,2.4299999999999997,0,0,0,11.375,general_users
28,Female,Manager,7.87,69,4.54,4.07,10.0,3,38,41,10.0,high,short,poor,high,high,2.46,1,1,1,1.7083333333333333,high_screen_low_sleep_quality
34,Female,Designer,5.82,50,8.27,6.16,6.62,2,8,130,5.84,medium,long,moderate,medium,moderate,0.0,0,0,0,5.416666666666667,general_users
55,Female,Software Engineer,4.53,96,8.66,4.71,10.0,2,51,292,10.0,high,long,poor,high,moderate,0.0,0,0,0,12.166666666666666,low_sleep_quality
41,Male,Manager,8.08,39,7.69,3.29,10.0,4,79,197,10.0,high,ideal,poor,medium,high,0.0,0,0,1,8.208333333333334,high_screen_low_sleep_quality
22,Male,Doctor,6.08,5,8.95,7.15,7.44,3,82,53,6.36,high,long,moderate,low,moderate,0.0,0,0,0,2.2083333333333335,general_users
51,Female,Teacher,6.72,3,4.23,9.0,4.13,4,110,187,2.02,medium,short,good,low,moderate,2.7699999999999996,0,0,0,7.791666666666667,general_users
23,Female,Designer,1.56,2,5.66,10.0,1.85,2,77,284,1.04,low,short,good,low,low,1.3399999999999999,0,0,0,11.833333333333334,general_users
39,Male,Designer,6.27,12,4.66,5.8,7.37,4,99,172,6.6,high,short,moderate,low,moderate,2.34,0,0,0,7.166666666666667,general_users
28,Male,Student,3.71,25,7.91,8.6,3.39,4,35,239,3.03,low,ideal,good,low,low,0.0,0,0,0,9.958333333333334,general_users
33,Male,Software Engineer,5.44,33,8.45,9.44,3.39,4,43,257,3.85,low,long,good,medium,moderate,0.0,0,0,0,10.708333333333334,general_users
50,Female,Designer,3.0,76,6.24,6.75,3.45,2,66,121,3.13,low,ideal,moderate,high,low,0.7599999999999998,0,0,0,5.041666666666667,general_users
26,Female,Designer,6.53,52,8.15,4.59,8.72,0,25,151,9.07,high,long,poor,medium,moderate,0.0,0,0,0,6.291666666666667,low_sleep_quality
23,Female,Researcher,2.33,46,8.24,8.68,2.64,3,110,127,1.16,low,long,good,medium,low,0.0,0,0,0,5.291666666666667,general_users
33,Male,Manager,2.11,7,4.7,10.0,1.0,2,10,37,3.66,low,short,good,low,low,2.3,0,0,0,1.5416666666666667,general_users
46,Male,Doctor,2.7,75,5.88,7.73,2.33,0,42,144,2.75,low,short,good,high,low,1.12,0,1,0,6.0,general_users
20,Male,Freelancer,8.36,7,4.94,5.66,9.94,3,27,246,10.0,high,short,moderate,low,high,2.0599999999999996,0,0,1,10.25,high_screen_time
37,Male,Software Engineer,1.3,18,7.35,8.57,4.49,4,39,35,4.19,medium,ideal,good,low,low,0.0,0,0,0,1.4583333333333333,general_users
53,Female,Researcher,7.57,104,5.94,3.5,10.0,0,106,279,8.36,high,short,poor,high,high,1.0599999999999996,1,1,1,11.625,high_screen_low_sleep_quality
36,Male,Teacher,1.51,73,7.34,7.36,4.6,1,118,248,4.08,medium,ideal,moderate,high,low,0.0,0,0,0,10.333333333333334,general_users
43,Female,Doctor,6.33,31,8.38,6.16,8.11,3,10,209,7.06,high,long,moderate,medium,moderate,0.0,0,0,0,8.708333333333334,general_users
20,Female,Teacher,7.96,20,6.06,7.62,7.8,0,11,222,6.14,high,ideal,good,low,high,0.9400000000000004,0,0,0,9.25,high_screen_time
36,Female,Student,3.08,63,8.86,4.89,7.04,3,41,142,6.58,high,long,poor,high,low,0.0,0,0,0,5.916666666666667,low_sleep_quality
37,Male,Designer,2.76,22,6.04,10.0,1.62,4,90,99,1.33,low,ideal,good,low,low,0.96,0,0,0,4.125,general_users
49,Male,Manager,3.6,90,5.07,7.74,3.54,1,75,42,2.78,low,short,good,high,low,1.9299999999999997,0,1,0,1.75,general_users
24,Male,Doctor,7.3,88,6.65,4.57,10.0,0,32,270,10.0,high,ideal,poor,high,high,0.34999999999999964,0,0,1,11.25,high_screen_low_sleep_quality
58,Female,Researcher,3.29,70,6.0,7.73,3.38,2,4,261,3.94,low,ideal,good,high,low,1.0,0,0,0,10.875,general_users
50,Female,Teacher,5.52,41,4.63,5.77,7.28,3,20,109,7.76,high,short,moderate,medium,moderate,2.37,0,0,0,4.541666666666667,general_users
57,Male,Software Engineer,2.21,34,4.12,10.0,1.0,0,29,174,1.11,low,short,good,medium,low,2.88,0,0,0,7.25,general_users
56,Male,Student,5.15,1,7.72,6.0,7.33,4,32,295,6.51,high,ideal,moderate,low,moderate,0.0,0,0,0,12.291666666666666,general_users
35,Female,Researcher,6.62,91,8.66,3.7,9.46,3,73,192,8.0,high,long,poor,high,moderate,0.0,0,0,0,8.0,low_sleep_quality
57,Female,Freelancer,1.65,70,6.2,8.7,2.58,0,0,107,2.13,low,ideal,good,high,low,0.7999999999999998,0,0,0,4.458333333333333,general_users
18,Other,Student,8.34,105,4.33,4.22,10.0,4,28,137,10.0,high,short,poor,high,high,2.67,1,1,1,5.708333333333333,high_screen_low_sleep_quality
28,Male,Designer,9.44,103,7.7,3.65,10.0,3,70,165,9.49,high,ideal,poor,high,high,0.0,0,0,1,6.875,high_screen_low_sleep_quality
45,Male,Designer,2.74,75,8.34,7.1,3.02,4,50,254,3.06,low,long,moderate,high,low,0.0,0,0,0,10.583333333333334,general_users
42,Male,Teacher,7.83,51,5.62,4.52,10.0,0,96,281,9.29,high,short,poor,medium,high,1.38,1,0,1,11.708333333333334,high_screen_low_sleep_quality
40,Male,Teacher,3.82,16,5.11,7.49,6.51,0,64,290,6.29,medium,short,moderate,low,low,1.8899999999999997,0,0,0,12.083333333333334,general_users
48,Female,Student,7.09,85,5.69,6.24,9.32,2,94,249,9.38,high,short,moderate,high,high,1.3099999999999996,0,1,1,10.375,high_screen_time
47,Male,Teacher,3.76,8,8.54,9.27,3.94,4,47,180,3.62,low,long,good,low,low,0.0,0,0,0,7.5,general_users
59,Male,Designer,8.76,51,6.09,5.68,9.58,3,32,252,7.9,high,ideal,moderate,medium,high,0.9100000000000001,0,0,1,10.5,high_screen_time
52,Female,Student,4.12,2,7.27,7.29,5.81,3,2,291,4.2,medium,ideal,moderate,low,moderate,0.0,0,0,0,12.125,general_users
24,Male,Student,8.64,21,4.37,4.16,9.94,2,94,296,10.0,high,short,poor,low,high,2.63,1,0,1,12.333333333333334,high_screen_low_sleep_quality
33,Female,Freelancer,7.9,53,5.41,6.97,7.15,1,65,62,5.93,high,short,moderate,medium,high,1.5899999999999999,0,0,0,2.5833333333333335,high_screen_time
43,Male,Software Engineer,2.77,35,5.14,6.4,6.45,2,17,186,6.28,medium,short,moderate,medium,low,1.8600000000000003,0,0,0,7.75,general_users
19,Female,Software Engineer,2.41,38,4.31,7.94,2.53,3,103,201,2.19,low,short,good,medium,low,2.6900000000000004,0,0,0,8.375,general_users
18,Male,Teacher,8.02,17,4.6,5.88,9.47,4,17,92,8.83,high,short,moderate,low,high,2.4000000000000004,0,0,1,3.8333333333333335,high_screen_time
29,Female,Researcher,4.51,80,6.08,9.61,3.35,2,87,256,3.67,low,ideal,good,high,moderate,0.9199999999999999,0,0,0,10.666666666666666,general_users
22,Male,Teacher,9.54,26,6.79,4.81,9.86,4,95,217,10.0,high,ideal,poor,low,high,0.20999999999999996,0,0,1,9.041666666666666,high_screen_low_sleep_quality
54,Male,Researcher,9.49,117,5.56,4.0,10.0,1,87,193,10.0,high,short,poor,high,high,1.4400000000000004,1,1,1,8.041666666666666,high_screen_low_sleep_quality
49,Female,Designer,7.24,98,6.1,5.29,10.0,3,72,193,10.0,high,ideal,moderate,high,high,0.9000000000000004,0,0,1,8.041666666666666,high_screen_time
26,Male,Researcher,5.51,95,7.8,6.98,8.75,1,11,285,9.54,high,ideal,moderate,high,moderate,0.0,0,0,0,11.875,general_users
58,Male,Designer,2.75,66,5.24,8.46,4.13,4,26,201,4.01,medium,short,good,high,low,1.7599999999999998,0,1,0,8.375,general_users
52,Female,Software Engineer,8.94,12,4.17,5.96,10.0,1,58,175,10.0,high,short,moderate,low,high,2.83,0,0,1,7.291666666666667,high_screen_time
36,Female,Student,1.74,16,5.28,9.24,2.19,0,102,152,3.63,low,short,good,low,low,1.7199999999999998,0,0,0,6.333333333333333,general_users
33,Male,Doctor,4.33,60,8.61,7.6,5.83,4,68,265,4.65,medium,long,good,medium,moderate,0.0,0,0,0,11.041666666666666,general_users
20,Male,Manager,3.87,17,4.09,7.46,5.4,2,34,90,7.07,medium,short,moderate,low,low,2.91,0,0,0,3.75,general_users
37,Male,Manager,9.63,114,4.64,1.0,10.0,4,25,233,10.0,high,short,poor,high,high,2.3600000000000003,1,1,1,9.708333333333334,high_screen_low_sleep_quality
41,Male,Freelancer,2.06,16,4.33,8.03,4.06,2,9,47,5.62,medium,short,good,low,low,2.67,0,0,0,1.9583333333333333,general_users
50,Other,Doctor,9.01,55,5.88,5.12,10.0,1,73,44,10.0,high,short,moderate,medium,high,1.12,0,0,1,1.8333333333333333,high_screen_time
41,Female,Researcher,5.11,47,7.24,6.01,7.33,3,51,273,7.74,high,ideal,moderate,medium,moderate,0.0,0,0,0,11.375,general_users
28,Male,Freelancer,1.43,15,8.55,8.97,1.0,0,2,46,1.25,low,long,good,low,low,0.0,0,0,0,1.9166666666666667,general_users
25,Other,Teacher,7.56,85,7.97,4.56,7.76,1,76,256,8.1,high,ideal,poor,high,high,0.0,0,0,1,10.666666666666666,high_screen_low_sleep_quality
53,Female,Manager,1.91,24,5.25,8.29,2.26,4,85,27,2.03,low,short,good,low,low,1.75,0,0,0,1.125,general_users
55,Female,Freelancer,3.13,64,7.17,8.05,5.02,3,20,251,4.21,medium,ideal,good,high,low,0.0,0,0,0,10.458333333333334,general_users
57,Male,Manager,8.2,26,7.32,5.68,10.0,2,33,33,10.0,high,ideal,moderate,low,high,0.0,0,0,1,1.375,high_screen_time
37,Male,Doctor,2.39,13,4.45,8.59,2.9,4,53,277,4.17,low,short,good,low,low,2.55,0,0,0,11.541666666666666,general_users
52,Female,Freelancer,3.93,91,6.14,4.23,8.93,1,116,267,10.0,high,ideal,poor,high,low,0.8600000000000003,0,0,0,11.125,low_sleep_quality
42,Male,Doctor,4.25,110,5.56,4.35,9.05,1,25,214,7.98,high,short,poor,high,moderate,1.4400000000000004,1,1,0,8.916666666666666,low_sleep_quality
52,Male,Software Engineer,6.3,99,4.79,5.75,10.0,3,9,276,8.49,high,short,moderate,high,moderate,2.21,0,1,0,11.5,general_users
42,Male,Student,8.11,115,4.29,3.01,10.0,4,107,45,10.0,high,short,poor,high,high,2.71,1,1,1,1.875,high_screen_low_sleep_quality
46,Male,Designer,3.08,116,4.14,7.2,3.93,4,19,236,3.06,low,short,moderate,high,low,2.8600000000000003,0,1,0,9.833333333333334,general_users
35,Female,Researcher,2.85,106,8.29,6.27,5.98,2,54,285,5.74,medium,long,moderate,high,low,0.0,0,0,0,11.875,general_users
35,Female,Software Engineer,3.0,49,5.65,7.11,5.29,1,80,78,5.34,medium,short,moderate,medium,low,1.3499999999999996,0,0,0,3.25,general_users
19,Male,Manager,4.43,95,6.47,4.55,8.43,0,87,235,8.53,high,ideal,poor,high,moderate,0.5300000000000002,0,0,0,9.791666666666666,low_sleep_quality
52,Male,Designer,5.82,28,5.46,6.49,7.62,1,96,268,7.08,high,short,moderate,low,moderate,1.54,0,0,0,11.166666666666666,general_users
33,Female,Software Engineer,1.12,80,4.83,6.12,6.37,0,106,141,7.22,medium,short,moderate,high,low,2.17,0,1,0,5.875,general_users
58,Male,Software Engineer,8.02,27,5.31,4.46,10.0,3,79,128,10.0,high,short,poor,low,high,1.6900000000000004,1,0,1,5.333333333333333,high_screen_low_sleep_quality
53,Female,Doctor,9.34,104,4.85,3.11,10.0,3,46,148,10.0,high,short,poor,high,high,2.1500000000000004,1,1,1,6.166666666666667,high_screen_low_sleep_quality
50,Female,Designer,8.59,20,7.79,5.94,9.31,1,100,85,9.32,high,ideal,moderate,low,high,0.0,0,0,1,3.5416666666666665,high_screen_time
21,Male,Software Engineer,1.33,23,8.54,9.18,1.0,1,48,162,1.94,low,long,good,low,low,0.0,0,0,0,6.75,general_users
50,Female,Doctor,5.72,45,6.17,6.29,6.75,0,97,288,7.48,medium,ideal,moderate,medium,moderate,0.8300000000000001,0,0,0,12.0,general_users
31,Female,Teacher,8.33,59,8.11,5.6,10.0,1,106,173,10.0,high,long,moderate,medium,high,0.0,0,0,1,7.208333333333333,high_screen_time
38,Male,Designer,4.1,98,6.13,5.67,6.99,3,61,107,6.41,medium,ideal,moderate,high,moderate,0.8700000000000001,0,0,0,4.458333333333333,general_users
37,Male,Researcher,9.07,19,6.23,5.41,10.0,3,7,136,10.0,high,ideal,moderate,low,high,0.7699999999999996,0,0,1,5.666666666666667,high_screen_time
25,Other,Freelancer,8.98,51,6.43,3.59,10.0,2,14,20,10.0,high,ideal,poor,medium,high,0.5700000000000003,0,0,1,0.8333333333333334,high_screen_low_sleep_quality
24,Male,Software Engineer,2.28,21,8.1,8.33,2.9,0,12,24,2.26,low,long,good,low,low,0.0,0,0,0,1.0,general_users
20,Female,Manager,5.44,67,8.68,5.34,9.57,4,24,188,10.0,high,long,moderate,high,moderate,0.0,0,0,0,7.833333333333333,general_users
34,Female,Teacher,1.23,15,7.72,9.26,2.13,1,44,72,1.69,low,ideal,good,low,low,0.0,0,0,0,3.0,general_users
50,Male,Doctor,3.54,20,8.44,8.31,2.89,3,48,166,2.21,low,long,good,low,low,0.0,0,0,0,6.916666666666667,general_users
29,Male,Software Engineer,8.31,43,7.21,5.71,10.0,0,41,76,9.76,high,ideal,moderate,medium,high,0.0,0,0,1,3.1666666666666665,high_screen_time
39,Female,Manager,9.78,61,8.2,3.54,10.0,2,27,285,10.0,high,long,poor,high,high,0.0,0,0,1,11.875,high_screen_low_sleep_quality
39,Male,Doctor,9.22,20,6.78,5.64,10.0,0,60,240,9.83,high,ideal,moderate,low,high,0.21999999999999975,0,0,1,10.0,high_screen_time
47,Female,Doctor,1.38,103,7.86,7.8,3.26,1,38,115,3.93,low,ideal,good,high,low,0.0,0,0,0,4.791666666666667,general_users
55,Female,Freelancer,9.34,104,7.53,3.16,10.0,4,115,224,8.26,high,ideal,poor,high,high,0.0,0,0,1,9.333333333333334,high_screen_low_sleep_quality
55,Female,Manager,8.4,10,7.75,5.32,8.87,0,99,281,8.11,high,ideal,moderate,low,high,0.0,0,0,1,11.708333333333334,high_screen_time
25,Male,Doctor,8.81,119,5.17,4.32,10.0,1,37,55,9.97,high,short,poor,high,high,1.83,1,1,1,2.2916666666666665,high_screen_low_sleep_quality
44,Female,Designer,9.23,59,4.77,4.63,10.0,2,9,134,10.0,high,short,poor,medium,high,2.2300000000000004,1,0,1,5.583333333333333,high_screen_low_sleep_quality
44,Female,Freelancer,5.39,36,7.27,6.26,5.74,0,79,79,5.32,medium,ideal,moderate,medium,moderate,0.0,0,0,0,3.2916666666666665,general_users
51,Female,Teacher,2.9,43,6.41,9.23,2.37,1,51,208,2.75,low,ideal,good,medium,low,0.5899999999999999,0,0,0,8.666666666666666,general_users
38,Male,Freelancer,1.19,21,7.82,7.19,3.52,0,76,30,5.07,low,ideal,moderate,low,low,0.0,0,0,0,1.25,general_users
47,Female,Teacher,1.21,83,4.73,7.25,6.33,0,93,143,5.6,medium,short,moderate,high,low,2.2699999999999996,0,1,0,5.958333333333333,general_users
50,Female,Student,6.78,65,8.74,4.64,8.34,2,58,34,9.63,high,long,poor,high,moderate,0.0,0,0,0,1.4166666666666667,low_sleep_quality
45,Male,Freelancer,4.04,42,7.52,6.12,6.3,0,12,228,5.98,medium,ideal,moderate,medium,moderate,0.0,0,0,0,9.5,general_users
50,Other,Freelancer,5.46,74,4.11,5.54,7.5,2,24,241,8.98,high,short,moderate,high,moderate,2.8899999999999997,0,1,0,10.041666666666666,general_users
22,Male,Researcher,2.18,20,6.88,10.0,1.0,0,104,297,1.75,low,ideal,good,low,low,0.1200000000000001,0,0,0,12.375,general_users
36,Male,Software Engineer,9.78,32,5.56,3.49,10.0,3,54,226,9.34,high,short,poor,medium,high,1.4400000000000004,1,0,1,9.416666666666666,high_screen_low_sleep_quality
21,Female,Freelancer,2.17,112,5.37,7.39,5.84,4,16,278,6.37,medium,short,moderate,high,low,1.63,0,1,0,11.583333333333334,general_users
52,Male,Doctor,5.0,16,8.51,7.45,5.15,4,5,104,3.78,medium,long,moderate,low,moderate,0.0,0,0,0,4.333333333333333,general_users
34,Female,Researcher,4.99,35,8.18,8.19,6.16,3,20,198,5.08,medium,long,good,medium,moderate,0.0,0,0,0,8.25,general_users
45,Female,Software Engineer,1.08,13,4.05,9.79,1.58,4,20,198,1.05,low,short,good,low,low,2.95,0,0,0,8.25,general_users
47,Male,Researcher,7.01,36,4.91,6.73,8.3,2,27,129,8.44,high,short,moderate,medium,high,2.09,0,0,1,5.375,high_screen_time
46,Male,Researcher,5.84,30,7.6,8.39,5.39,1,75,156,4.26,medium,ideal,good,medium,moderate,0.0,0,0,0,6.5,general_users
23,Female,Teacher,5.48,3,8.24,6.5,8.3,2,71,147,6.25,high,long,moderate,low,moderate,0.0,0,0,0,6.125,general_users
52,Female,Teacher,8.36,5,7.59,5.64,10.0,1,100,200,9.58,high,ideal,moderate,low,high,0.0,0,0,1,8.333333333333334,high_screen_time
58,Female,Doctor,3.17,49,6.63,6.92,5.68,2,82,169,5.27,medium,ideal,moderate,medium,low,0.3700000000000001,0,0,0,7.041666666666667,general_users
54,Female,Designer,8.75,84,8.92,2.26,10.0,2,110,183,8.45,high,long,poor,high,high,0.0,0,0,1,7.625,high_screen_low_sleep_quality
41,Male,Manager,8.78,76,7.99,2.76,10.0,1,62,202,9.56,high,ideal,poor,high,high,0.0,0,0,1,8.416666666666666,high_screen_low_sleep_quality
46,Male,Doctor,8.44,37,6.34,5.13,10.0,3,81,116,10.0,high,ideal,moderate,medium,high,0.6600000000000001,0,0,1,4.833333333333333,high_screen_time
48,Female,Doctor,4.07,78,6.92,5.63,7.26,3,19,195,6.32,high,ideal,moderate,high,moderate,0.08000000000000007,0,0,0,8.125,general_users
52,Female,Student,2.46,4,4.22,7.94,3.15,3,75,104,3.18,low,short,good,low,low,2.7800000000000002,0,0,0,4.333333333333333,general_users
50,Male,Manager,5.28,37,8.82,7.87,6.57,3,4,264,6.24,medium,long,good,medium,moderate,0.0,0,0,0,11.0,general_users
38,Female,Researcher,3.34,23,5.81,8.28,5.0,2,22,41,4.43,medium,short,good,low,low,1.1900000000000004,0,0,0,1.7083333333333333,general_users
49,Female,Researcher,1.47,17,7.31,10.0,1.0,2,106,77,1.0,low,ideal,good,low,low,0.0,0,0,0,3.2083333333333335,general_users
40,Female,Freelancer,3.52,92,7.33,7.23,5.6,0,83,86,6.69,medium,ideal,moderate,high,low,0.0,0,0,0,3.5833333333333335,general_users
50,Male,Researcher,5.22,31,4.28,7.17,7.19,4,8,204,7.59,high,short,moderate,medium,moderate,2.7199999999999998,0,0,0,8.5,general_users
20,Female,Designer,2.01,70,5.33,9.04,1.18,0,86,279,1.0,low,short,good,high,low,1.67,0,1,0,11.625,general_users
35,Female,Researcher,9.5,93,7.28,3.64,10.0,4,101,131,10.0,high,ideal,poor,high,high,0.0,0,0,1,5.458333333333333,high_screen_low_sleep_quality
42,Female,Software Engineer,6.9,101,8.56,5.24,9.11,4,8,255,9.7,high,long,moderate,high,moderate,0.0,0,0,0,10.625,general_users
59,Female,Manager,2.23,89,7.89,6.91,4.89,2,103,160,4.03,medium,ideal,moderate,high,low,0.0,0,0,0,6.666666666666667,general_users
48,Female,Designer,8.31,71,6.9,4.67,10.0,3,51,248,10.0,high,ideal,poor,high,high,0.09999999999999964,0,0,1,10.333333333333334,high_screen_low_sleep_quality
20,Female,Doctor,9.35,88,5.16,3.43,10.0,1,28,143,9.46,high,short,poor,high,high,1.8399999999999999,1,1,1,5.958333333333333,high_screen_low_sleep_quality
57,Other,Doctor,3.37,29,8.74,8.13,4.78,2,36,181,3.75,medium,long,good,low,low,0.0,0,0,0,7.541666666666667,general_users
41,Male,Doctor,2.29,87,6.02,6.08,5.75,1,29,68,5.73,medium,ideal,moderate,high,low,0.9800000000000004,0,0,0,2.8333333333333335,general_users
49,Male,Doctor,3.9,29,4.75,7.25,5.05,0,76,63,4.99,medium,short,moderate,low,low,2.25,0,0,0,2.625,general_users
39,Female,Doctor,8.49,4,4.11,6.41,8.59,3,90,283,8.71,high,short,moderate,low,high,2.8899999999999997,0,0,1,11.791666666666666,high_screen_time
40,Male,Manager,2.58,3,8.75,7.43,5.56,0,16,294,5.18,medium,long,moderate,low,low,0.0,0,0,0,12.25,general_users
19,Male,Freelancer,8.01,50,7.89,5.66,9.07,3,49,261,9.7,high,ideal,moderate,medium,high,0.0,0,0,1,10.875,high_screen_time
44,Male,Manager,7.45,105,5.08,5.52,8.62,2,3,28,7.28,high,short,moderate,high,high,1.92,0,1,1,1.1666666666666667,high_screen_time
59,Male,Freelancer,6.86,8,4.71,7.87,5.16,1,66,78,4.74,medium,short,good,low,moderate,2.29,0,0,0,3.25,general_users
19,Male,Manager,4.9,54,8.8,5.38,8.64,3,108,257,8.76,high,long,moderate,medium,moderate,0.0,0,0,0,10.708333333333334,general_users
43,Male,Designer,4.3,32,5.2,6.79,5.86,4,45,191,5.3,medium,short,moderate,medium,moderate,1.7999999999999998,0,0,0,7.958333333333333,general_users
34,Other,Doctor,1.77,114,6.31,7.94,3.41,2,107,130,4.03,low,ideal,good,high,low,0.6900000000000004,0,0,0,5.416666666666667,general_users
